num,id,name,price,rating,review,rank,img_src,url
1,B08P3SVWFR,StarKist Premium White Chicken - 2.6 oz Pouch (Pack of 12),out of stock,4.7 out of 5 stars,130,not be a best,https://m.media-amazon.com/images/I/9143HeN-WJL._AC_UL320_.jpg,https://www.amazon.com//StarKist-Premium-White-Chicken-Pouch/dp/B08P3SVWFR/ref=sr_1_2?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854970&sprefix=ch%2Caps%2C415&sr=8-2
2,B088829MMM,"Kirkland Signature Chicken Breast, 12.5 oz (6)",$19.16,4.6 out of 5 stars,469,not be a best,https://m.media-amazon.com/images/I/71Fm+GLnVlL._AC_UL320_.jpg,https://www.amazon.com//Kirkland-Signature-Chicken-Breast-12-5/dp/B088829MMM/ref=sr_1_3?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854970&sprefix=ch%2Caps%2C415&sr=8-3
3,B079KPNY1H,"Wellsley Farms White Premium Chunk Chicken Breast in Water, 12.5 Ounce, 6 Count",out of stock,4.7 out of 5 stars,949,not be a best,https://m.media-amazon.com/images/I/71dn+0692AL._AC_UL320_.jpg,https://www.amazon.com//Wellsley-Farms-Premium-Chicken-Breast/dp/B079KPNY1H/ref=sr_1_4?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854970&sprefix=ch%2Caps%2C415&sr=8-4
4,B014S96C9G,Farmland Traditions Dogs Love Chicken Premium Jerky Treats for Dogs (3 lbs. USA Raised Chicken),out of stock,4.7 out of 5 stars,"5,201",not be a best,https://m.media-amazon.com/images/I/81xNl-ZM3jL._AC_UL320_.jpg,https://www.amazon.com//Farmland-Traditions-Chicken-Jerky-Treats/dp/B014S96C9G/ref=sr_1_5?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854970&sprefix=ch%2Caps%2C415&sr=8-5
5,B08881B3J4,"Kirkland Signature Chicken Breast, 12.5 oz - 6 count (Pack of 2) | total 12 count",$29.04,4.7 out of 5 stars,31,not be a best,https://m.media-amazon.com/images/I/71PjNGSQXLL._AC_UL320_.jpg,https://www.amazon.com//Kirkland-Signature-Chicken-Breast-12-5/dp/B08881B3J4/ref=sr_1_6?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854970&sprefix=ch%2Caps%2C415&sr=8-6
6,B079VPG13J,"Mary's, Ground Chicken Breast, 16 oz",out of stock,4.7 out of 5 stars,449,not be a best,https://m.media-amazon.com/images/I/81S71g3D+UL._AC_UL320_.jpg,https://www.amazon.com//MARYS-CHICKEN-Ground-Chicken-Breast/dp/B079VPG13J/ref=sr_1_7?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854970&sprefix=ch%2Caps%2C415&sr=8-7
7,B07P53PT6H,"Chicken In A Biskit Baked Snack Crackers, 12 oz (Pack of 4)",out of stock,4.6 out of 5 stars,50,not be a best,https://m.media-amazon.com/images/I/61T9HYJ095L._AC_UL320_.jpg,https://www.amazon.com//Chicken-Biskit-Baked-Snack-Crackers/dp/B07P53PT6H/ref=sr_1_8?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854970&sprefix=ch%2Caps%2C415&sr=8-8
8,B086WQXFJG,"Flock Keto Chicken Skin Chips | 100% Real Chicken | Low Carb, High Protein, Sugar Free, Gluten Free Single Serve Snack| Original Flavor, 8-Pack",out of stock,3.3 out of 5 stars,"1,811",not be a best,https://m.media-amazon.com/images/I/71MLljSv4ZL._AC_UL320_.jpg,https://www.amazon.com//Flock-Chicken-Protein-Gluten-Original/dp/B086WQXFJG/ref=sr_1_9?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854970&sprefix=ch%2Caps%2C415&sr=8-9
9,B00BFITRRS,Weber Kick'n Chicken Seasoning 22 Oz. Made with Sea Salt - No MSG - Gluten Free - Perfect for Grilling,$13.99,4.9 out of 5 stars,"1,697",Best Seller,https://m.media-amazon.com/images/I/81sHtO0vAYL._AC_UL320_.jpg,https://www.amazon.com//Weber-Kickn-Chicken-Seasoning-Made/dp/B00BFITRRS/ref=sr_1_10?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854970&sprefix=ch%2Caps%2C415&sr=8-10
10,B01BUDZIK2,"Wild Planet Organic Roasted Chicken Breast, 5 Ounce (Pack of 12)",$58.84,4.5 out of 5 stars,147,not be a best,https://m.media-amazon.com/images/I/61xsZko4bNL._AC_UL320_.jpg,https://www.amazon.com//Wild-Planet-Organic-Roasted-Chicken/dp/B01BUDZIK2/ref=sr_1_11?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854970&sprefix=ch%2Caps%2C415&sr=8-11
11,B073NNB89K,Knorr Chicken Flavor Bouillon (1-JAR) (NET WT 15.9 OZ),out of stock,4.7 out of 5 stars,331,not be a best,https://m.media-amazon.com/images/I/513c4QR6krL._AC_UL320_.jpg,https://www.amazon.com//Knorr-Chicken-Flavor-Bouillon-1-JAR/dp/B073NNB89K/ref=sr_1_12?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854970&sprefix=ch%2Caps%2C415&sr=8-12
12,B075S34DTD,"Maruchan Instant Lunch Chicken Tortilla, 2.25 Oz, Pack of 12",out of stock,4.6 out of 5 stars,"24,798",not be a best,https://m.media-amazon.com/images/I/91YIerknXwL._AC_UL320_.jpg,https://www.amazon.com//Maruchan-Instant-Lunch-Chicken-Tortilla/dp/B075S34DTD/ref=sr_1_13?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854970&sprefix=ch%2Caps%2C415&sr=8-13
13,B01H65IUUI,"Howard's Crispy Fried Chicken Skins - Chicharrones de Pollo, 1.5oz, Pack of 4",out of stock,3.5 out of 5 stars,"1,234",not be a best,https://m.media-amazon.com/images/I/81fOqt9WvbL._AC_UL320_.jpg,https://www.amazon.com//Howards-Crispy-Fried-Chicken-Skins/dp/B01H65IUUI/ref=sr_1_14?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854970&sprefix=ch%2Caps%2C415&sr=8-14
14,B076CSR2J2,Kirkland Recipes Recettes Premium Chunk Chicken Breast in Water (3 - 12.5oz cans),$12.84,4.6 out of 5 stars,75,not be a best,https://m.media-amazon.com/images/I/811p4QNqlBL._AC_UL320_.jpg,https://www.amazon.com//Kirkland-Recipes-Recettes-Premium-Chicken/dp/B076CSR2J2/ref=sr_1_15?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854970&sprefix=ch%2Caps%2C415&sr=8-15
15,B01J38CP98,"Swanson Chicken & Dumplings Made with White & Dark Chicken Meat, 10.5 Ounce Can, Pack of 12",out of stock,4.5 out of 5 stars,568,not be a best,https://m.media-amazon.com/images/I/81zKkNZnhCL._AC_UL320_.jpg,https://www.amazon.com//Swanson-Chicken-Dumplings-Soup-10-5/dp/B01J38CP98/ref=sr_1_16?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854970&sprefix=ch%2Caps%2C415&sr=8-16
16,B00J4B1JA6,"Minor's Chicken Base and Stock, Great for Soups and Sauces, 0 Grams Trans Fat, Poultry Flavor, 16 oz",$12.99,4.7 out of 5 stars,"3,000",not be a best,https://m.media-amazon.com/images/I/91Gnm+VdTBL._AC_UL320_.jpg,https://www.amazon.com//Minors-Chicken-Base-16-Ounce/dp/B00J4B1JA6/ref=sr_1_17?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854970&sprefix=ch%2Caps%2C415&sr=8-17
17,B07J46LKRR,"Valley Fresh Chunk Chicken, 5 oz , Pack of 24",out of stock,4.6 out of 5 stars,126,not be a best,https://m.media-amazon.com/images/I/51gZYWGzCfL._AC_UL320_.jpg,https://www.amazon.com//Valley-Fresh-Chunk-Chicken-Pack/dp/B07J46LKRR/ref=sr_1_18?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854970&sprefix=ch%2Caps%2C415&sr=8-18
18,B093YVNJZC,Lay's Wavy Jerk Chicken (pack of 2),out of stock,5.0 out of 5 stars,1,not be a best,https://m.media-amazon.com/images/I/41EXgq-JJ1S._AC_UL320_.jpg,https://www.amazon.com//Lays-Wavy-Jerk-Chicken-pack/dp/B093YVNJZC/ref=sr_1_19?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854970&sprefix=ch%2Caps%2C415&sr=8-19
19,B07DZQS1VN,"Chef's Cut Real Smoked Chicken Breast Honey Barbecue Jerky, 14 Ounce",out of stock,4.1 out of 5 stars,115,not be a best,https://m.media-amazon.com/images/I/71C8FAfGUKL._AC_UL320_.jpg,https://www.amazon.com//Chefs-Cut-Smoked-Chicken-Barbecue/dp/B07DZQS1VN/ref=sr_1_20?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854970&sprefix=ch%2Caps%2C415&sr=8-20
20,B000OU1Z5A,"Hormel COMPLEATS Chicken Alfredo, 10 Ounce (Pack of 6)",out of stock,4.4 out of 5 stars,"8,500",not be a best,https://m.media-amazon.com/images/I/61XpV2tyJHL._AC_UL320_.jpg,https://www.amazon.com//Hormel-Compleats-Chicken-Alfredo-Ounce/dp/B000OU1Z5A/ref=sr_1_21?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854970&sprefix=ch%2Caps%2C415&sr=8-21
21,B08KNT4J48,"Maruchan Ramen Noodle Soup, Creamy Chicken Flavor (3 oz), 12 count",$12.95,4.5 out of 5 stars,177,not be a best,https://m.media-amazon.com/images/I/61TjfSKUPfL._AC_UL320_.jpg,https://www.amazon.com//Maruchan-Noodle-Creamy-Chicken-Flavor/dp/B08KNT4J48/ref=sr_1_22?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854970&sprefix=ch%2Caps%2C415&sr=8-22
22,B000EOXQRG,Lipton Cup-a-Soup Instant Soup For a Warm Cup of Soup Cream of Chicken Only 60 Calories Per Serving 2.4 Oz 4 Count (12 Pack),$28.26,4.6 out of 5 stars,"2,422",not be a best,https://m.media-amazon.com/images/I/819CIIt8SSL._AC_UL320_.jpg,https://www.amazon.com//Lipton-Soup-Instant-Cream-Chicken/dp/B000EOXQRG/ref=sr_1_23?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854970&sprefix=ch%2Caps%2C415&sr=8-23
23,B007YJVEHS,"Swanson Chicken A la King, 10.5 Ounce(Pack of 6)",$26.01,4.5 out of 5 stars,318,not be a best,https://m.media-amazon.com/images/I/61gPc8EKqhL._AC_UL320_.jpg,https://www.amazon.com//Swanson-Chicken-King-10-5-Ounce/dp/B007YJVEHS/ref=sr_1_24?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854970&sprefix=ch%2Caps%2C415&sr=8-24
24,B06X3XR7HR,"Savory Choice Chicken Broth Concentrate, 5.1 Ounce (Pack of 2)",$17.25,4.8 out of 5 stars,820,not be a best,https://m.media-amazon.com/images/I/615kJARxCLL._AC_UL320_.jpg,https://www.amazon.com//Savory-Choice-Chicken-Broth-Concentrate/dp/B06X3XR7HR/ref=sr_1_25?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854970&sprefix=ch%2Caps%2C415&sr=8-25
25,B0087E4584,Hormel Herb Ox Chicken Bouillon 50 Packets,out of stock,4.7 out of 5 stars,"1,818",not be a best,https://m.media-amazon.com/images/I/917-Zofm-OL._AC_UL320_.jpg,https://www.amazon.com//Hormel-Herb-Chicken-Bouillon-Packets/dp/B0087E4584/ref=sr_1_29?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854970&sprefix=ch%2Caps%2C415&sr=8-29
26,B004S04X56,"Hormel Premium Canned Chunk Chicken Breast in Water, 5 Ounce (Pack of 12)",$33.00,4.7 out of 5 stars,22,not be a best,https://m.media-amazon.com/images/I/81k5xMPAZPL._AC_UL320_.jpg,https://www.amazon.com//Hormel-Premium-Canned-Chicken-Breast/dp/B004S04X56/ref=sr_1_30?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854970&sprefix=ch%2Caps%2C415&sr=8-30
27,B00542M50W,"McCormick Grill Mates Montreal Chicken Seasoning, 23 oz",out of stock,4.8 out of 5 stars,"1,745",not be a best,https://m.media-amazon.com/images/I/91rtilX+jUL._AC_UL320_.jpg,https://www.amazon.com//McCormick-Grill-Montreal-Chicken-Seasoning/dp/B00542M50W/ref=sr_1_31?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854970&sprefix=ch%2Caps%2C415&sr=8-31
28,B003OB4BOS,"Maruchan Ramen Picante Chicken, 3.0 Oz, Pack of 24",$14.34,4.7 out of 5 stars,"34,060",Best Seller,https://m.media-amazon.com/images/I/91takZ0pzkL._AC_UL320_.jpg,https://www.amazon.com//Maruchan-Ramen-Picante-Chicken-Pack/dp/B003OB4BOS/ref=sr_1_32?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854970&sprefix=ch%2Caps%2C415&sr=8-32
29,B08H21XZRN,"Chick N’ Skin Fried Chicken Skins - Chinese Salt & Pepper Flavor (4Pack) | Keto Friendly Low Carb High Protein Snacks, Light & Crispy, Made with Organic Chicken 2-oz. per Bag",$25.99,3.9 out of 5 stars,278,not be a best,https://m.media-amazon.com/images/I/91NxXtdqB0L._AC_UL320_.jpg,https://www.amazon.com//Chick-Skin-Fried-Chicken-Skins/dp/B08H21XZRN/ref=sr_1_33?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854970&sprefix=ch%2Caps%2C415&sr=8-33
30,B07GBHKYJ3,"UNCLE BEN'S Ready Rice: Roasted Chicken Flavored Rice, Ready to Heat 8.8 Oz Pouches, Pack of 6",out of stock,4.7 out of 5 stars,"6,834",Best Seller,https://m.media-amazon.com/images/I/91U2FlVrkdL._AC_UL320_.jpg,https://www.amazon.com//Uncle-Bens-Ready-Rice-Flavored/dp/B07GBHKYJ3/ref=sr_1_34?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854970&sprefix=ch%2Caps%2C415&sr=8-34
31,B07Q27G3PK,"Zatarain's Chicken Fry Variety Two Pack - Southern Buttermilk Chicken Fry Mix, 9 oz, and New Orleans Style Hot & Spicy Chicken Fry Mix, 9 oz",out of stock,4.4 out of 5 stars,150,not be a best,https://m.media-amazon.com/images/I/71UjuZDsT0L._AC_UL320_.jpg,https://www.amazon.com//Zatarains-Chicken-Fry-Variety-Pack/dp/B07Q27G3PK/ref=sr_1_35?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854970&sprefix=ch%2Caps%2C415&sr=8-35
32,B0727W5494,"Chef's Cut Real Snack Chicken Barbecue Sticks, 1 Ounce (16 Count)",out of stock,4.4 out of 5 stars,634,not be a best,https://m.media-amazon.com/images/I/714hE1-Z25L._AC_UL320_.jpg,https://www.amazon.com//Chefs-Cut-Tender-Chicken-Barbecue/dp/B0727W5494/ref=sr_1_36?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854970&sprefix=ch%2Caps%2C415&sr=8-36
33,B00ZGT808Y,"McCormick Perfect Pinch Rotisserie Chicken Seasoning, 5 oz (Pack of 6)",out of stock,4.8 out of 5 stars,"1,084",not be a best,https://m.media-amazon.com/images/I/61kmKHFtdSL._AC_UL320_.jpg,https://www.amazon.com//McCormick-Perfect-Rotisserie-Chicken-Seasoning/dp/B00ZGT808Y/ref=sr_1_37?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854970&sprefix=ch%2Caps%2C415&sr=8-37
34,B079L3YW8T,"Better Than Bouillon Organic Roasted Chicken Base, Reduced Sodium - 2Pack (16 oz Each) Ykglcd",$22.97,4.8 out of 5 stars,174,not be a best,https://m.media-amazon.com/images/I/51gr5l28p3L._AC_UL320_.jpg,https://www.amazon.com//Better-Than-Bouillon-Organic-Roasted/dp/B079L3YW8T/ref=sr_1_38?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854970&sprefix=ch%2Caps%2C415&sr=8-38
35,B07VBLVZGT,Yakisoba Spicy Chicken Flavor ( New Version ),$19.87,4.6 out of 5 stars,"2,797",not be a best,https://m.media-amazon.com/images/I/61At9tp+OaL._AC_UL320_.jpg,https://www.amazon.com//Yakisoba-Spicy-Chicken-Flavor-Version/dp/B07VBLVZGT/ref=sr_1_39?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854970&sprefix=ch%2Caps%2C415&sr=8-39
36,B01NBSVK0G,Maruchan Ramen Chicken Flavor Noddle Soup 12 Pack (1),$7.95,4.6 out of 5 stars,"2,526",not be a best,https://m.media-amazon.com/images/I/71tnIq3OEsL._AC_UL320_.jpg,https://www.amazon.com//Maruchan-Ramen-Chicken-Flavor-Noddle/dp/B01NBSVK0G/ref=sr_1_40?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854970&sprefix=ch%2Caps%2C415&sr=8-40
37,B019YHTJGA,"SWEET SUE Chunk White Chicken in Water, High Protein Food, Keto Food and Snacks, Gluten Free Food, High Protein Snacks, Bulk Canned Food, 5 Ounce Cans (Pack of 24)",out of stock,4.5 out of 5 stars,874,not be a best,https://m.media-amazon.com/images/I/51RaORk89nL._AC_UL320_.jpg,https://www.amazon.com//Chicken-Protein-Snacks-Gluten-Canned/dp/B019YHTJGA/ref=sr_1_41?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854970&sprefix=ch%2Caps%2C415&sr=8-41
38,B00IB1FCX0,"Maruchan, Yakisoba, Spicy Chicken Noodles (PACK OF 16)",$35.99,4.8 out of 5 stars,57,not be a best,https://m.media-amazon.com/images/I/51Wq3jhkiCL._AC_UL320_.jpg,https://www.amazon.com//Maruchan-Yakisoba-Spicy-Chicken-Noodles/dp/B00IB1FCX0/ref=sr_1_42?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854970&sprefix=ch%2Caps%2C415&sr=8-42
39,B000V17MLS,"Kitchens of India Paste, Butter Chicken Curry, 3.5-Ounces, Pack of 1 (6 count)",$14.63,4.7 out of 5 stars,"2,054",not be a best,https://m.media-amazon.com/images/I/81o0-keOCVL._AC_UL320_.jpg,https://www.amazon.com//Kitchens-India-Butter-Chicken-3-5-Ounces/dp/B000V17MLS/ref=sr_1_43?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854970&sprefix=ch%2Caps%2C415&sr=8-43
40,B0725M6SFK,Traeger Pellet Grills SPC170 Chicken Rub with Citrus and Black Pepper,$9.99,4.7 out of 5 stars,"11,831",Best Seller,https://m.media-amazon.com/images/I/714Bzp86XES._AC_UL320_.jpg,https://www.amazon.com//Traeger-Grills-SPC170-Chicken-Seasoning/dp/B0725M6SFK/ref=sr_1_44?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854970&sprefix=ch%2Caps%2C415&sr=8-44
41,B0077DMWO0,Hormel Herb Ox Chicken Bouillon Sodium Free 50 Packets,$14.99,4.7 out of 5 stars,"2,268",not be a best,https://m.media-amazon.com/images/I/91gn4wBbPAL._AC_UL320_.jpg,https://www.amazon.com//Hormel-Chicken-Bouillon-Sodium-Packets/dp/B0077DMWO0/ref=sr_1_45?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854970&sprefix=ch%2Caps%2C415&sr=8-45
42,B00XYUJ950,Minor's (Original Formula) Chicken Base - 16 Oz. (Pack of 2),out of stock,4.8 out of 5 stars,602,not be a best,https://m.media-amazon.com/images/I/61VBHlJraaL._AC_UL320_.jpg,https://www.amazon.com//Minors-Original-Formula-Chicken-Base/dp/B00XYUJ950/ref=sr_1_46?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854970&sprefix=ch%2Caps%2C415&sr=8-46
43,B019I6AX9Y,"Kitchen Accomplice Reduced Sodium Chicken Broth Concentrate, 12 Ounce",out of stock,4.6 out of 5 stars,"2,898",not be a best,https://m.media-amazon.com/images/I/61MiMYbyswL._AC_UL320_.jpg,https://www.amazon.com//Kitchen-Accomplice-Reduced-Chicken-Concentrate/dp/B019I6AX9Y/ref=sr_1_47?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854970&sprefix=ch%2Caps%2C415&sr=8-47
44,B07RF9P7VV,Chicken,$0.99,2.9 out of 5 stars,6,not be a best,https://m.media-amazon.com/images/I/71Igo1EutOL._AC_UL320_.jpg,https://www.amazon.com//Chicken-Eva-Tausig/dp/B07RF9P7VV/ref=sr_1_48?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854970&sprefix=ch%2Caps%2C415&sr=8-48
45,B094DR55DZ,"Knorr Granulated Bouillon, Chicken Flavor, 7.9 oz (Pack of 2) with By The Cup Swivel Spoon",out of stock,no rating,no review,not be a best,https://m.media-amazon.com/images/I/811PyM1QBxS._AC_UL320_.jpg,https://www.amazon.com//Granulated-Bouillon-Chicken-Flavor-Cup/dp/B094DR55DZ/ref=sr_1_49?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854970&sprefix=ch%2Caps%2C415&sr=8-49
46,B018233TX6,"Betty Crocker Chicken Helper, Fettuccine Alfredo, 8.7 oz (Pack of 12)",$37.40,4.2 out of 5 stars,21,not be a best,https://m.media-amazon.com/images/I/81ESpfq2umL._AC_UL320_.jpg,https://www.amazon.com//Crocker-Chicken-Helper-Fettuccine-Alfredo/dp/B018233TX6/ref=sr_1_50?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854970&sprefix=ch%2Caps%2C415&sr=8-50
47,B00E3AYVA8,Sweet Sue Canned Whole Chicken without Giblets 50oz Can (Pack of 1),out of stock,4.1 out of 5 stars,120,not be a best,https://m.media-amazon.com/images/I/31YPFVcHntL._AC_UL320_.jpg,https://www.amazon.com//Sweet-Sue-Chicken-without-Giblets/dp/B00E3AYVA8/ref=sr_1_51?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854970&sprefix=ch%2Caps%2C415&sr=8-51
48,B081XWR172,"Kirkland Signature Premium Chunk Chicken Breast Packed in Water, 12.5 Ounce, 6 Count - PACK OF 2",$33.95,4.4 out of 5 stars,34,not be a best,https://m.media-amazon.com/images/I/81Pu-1NE++L._AC_UL320_.jpg,https://www.amazon.com//Kirkland-Signature-Premium-Chicken-Breast/dp/B081XWR172/ref=sr_1_52?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854970&sprefix=ch%2Caps%2C415&sr=8-52
49,B08P3SVWFR,StarKist Premium White Chicken - 2.6 oz Pouch (Pack of 12),out of stock,4.7 out of 5 stars,130,not be a best,https://m.media-amazon.com/images/I/9143HeN-WJL._AC_UL320_.jpg,https://www.amazon.com//StarKist-Premium-White-Chicken-Pouch/dp/B08P3SVWFR/ref=sr_1_1?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854982&sprefix=ch%2Caps%2C415&sr=8-1
50,B088829MMM,"Kirkland Signature Chicken Breast, 12.5 oz (6)",$19.16,4.6 out of 5 stars,469,not be a best,https://m.media-amazon.com/images/I/71Fm+GLnVlL._AC_UL320_.jpg,https://www.amazon.com//Kirkland-Signature-Chicken-Breast-12-5/dp/B088829MMM/ref=sr_1_2?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854982&sprefix=ch%2Caps%2C415&sr=8-2
51,B079KPNY1H,"Wellsley Farms White Premium Chunk Chicken Breast in Water, 12.5 Ounce, 6 Count",out of stock,4.7 out of 5 stars,949,not be a best,https://m.media-amazon.com/images/I/71dn+0692AL._AC_UL320_.jpg,https://www.amazon.com//Wellsley-Farms-Premium-Chicken-Breast/dp/B079KPNY1H/ref=sr_1_3?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854982&sprefix=ch%2Caps%2C415&sr=8-3
52,B014S96C9G,Farmland Traditions Dogs Love Chicken Premium Jerky Treats for Dogs (3 lbs. USA Raised Chicken),out of stock,4.7 out of 5 stars,"5,201",not be a best,https://m.media-amazon.com/images/I/81xNl-ZM3jL._AC_UL320_.jpg,https://www.amazon.com//Farmland-Traditions-Chicken-Jerky-Treats/dp/B014S96C9G/ref=sr_1_4?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854982&sprefix=ch%2Caps%2C415&sr=8-4
53,B08881B3J4,"Kirkland Signature Chicken Breast, 12.5 oz - 6 count (Pack of 2) | total 12 count",$29.04,4.7 out of 5 stars,31,not be a best,https://m.media-amazon.com/images/I/71PjNGSQXLL._AC_UL320_.jpg,https://www.amazon.com//Kirkland-Signature-Chicken-Breast-12-5/dp/B08881B3J4/ref=sr_1_5?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854982&sprefix=ch%2Caps%2C415&sr=8-5
54,B079VPG13J,"Mary's, Ground Chicken Breast, 16 oz",out of stock,4.7 out of 5 stars,449,not be a best,https://m.media-amazon.com/images/I/81S71g3D+UL._AC_UL320_.jpg,https://www.amazon.com//MARYS-CHICKEN-Ground-Chicken-Breast/dp/B079VPG13J/ref=sr_1_6?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854982&sprefix=ch%2Caps%2C415&sr=8-6
55,B07P53PT6H,"Chicken In A Biskit Baked Snack Crackers, 12 oz (Pack of 4)",out of stock,4.6 out of 5 stars,50,not be a best,https://m.media-amazon.com/images/I/61T9HYJ095L._AC_UL320_.jpg,https://www.amazon.com//Chicken-Biskit-Baked-Snack-Crackers/dp/B07P53PT6H/ref=sr_1_7?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854982&sprefix=ch%2Caps%2C415&sr=8-7
