num,name,price,type,star,sold,from,img_src,url
332,ครกกระเทียมเครื่องปั้นดินเผาใช้ในครัวเรือนบดพริก Anren Jiao ชามไข่ดองข้าววางชามชาเครื่องบดเซรามิก,฿298 - ฿958,general,0.0,no sold,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/038bace35254c1ac1636a257615bf2d5_tn,https://shopee.co.th//ครกกระเทียมเครื่องปั้นดินเผาใช้ในครัวเรือนบดพริก-Anren-Jiao-ชามไข่ดองข้าววางชามชาเครื่องบดเซรามิก-i.297051524.8136839351
333,"หม้อที่ใช้ในครัวเรือน, อาหารหูหนาน, พริก, มะเขือ, ไข่ดอง, ครกหินกระเทียม, ครกกระเทียม, หม้อบดกระเทียมโบราณ",฿308 - ฿349,general,0.0,no sold,จังหวัดระยอง,https://cf.shopee.co.th/file/f68f80037c74ca1b12f67e7ce48cafcd_tn,https://shopee.co.th//หม้อที่ใช้ในครัวเรือน-อาหารหูหนาน-พริก-มะเขือ-ไข่ดอง-ครกหินกระเทียม-ครกกระเทียม-หม้อบดกระเทียมโบราณ-i.298186425.6084525104
334,เครื่องทำอาหารกวนเซียงใช้ในครัวเรือนชามพริกกระเทียมครกไข่ดองเซรามิกบดข้าววางกระเทียมขนาดใหญ่,฿298 - ฿370,general,0.0,no sold,จังหวัดชลบุรี,https://cf.shopee.co.th/file/218c67ba6c7978272042527162c14b9e_tn,https://shopee.co.th//เครื่องทำอาหารกวนเซียงใช้ในครัวเรือนชามพริกกระเทียมครกไข่ดองเซรามิกบดข้าววางกระเทียมขนาดใหญ่-i.298182275.8036842938
335,เครื่องบดกระเทียมพริกในครัวเรือนไข่ดองข้าววาง Anren เขย่าพริกชามเครื่องบดเซรามิกครกกระเทียมสมัยเก่า,"฿535 - ฿1,174",general,0.0,no sold,จังหวัดชัยภูมิ,https://cf.shopee.co.th/file/1e532c1f7a93f04c90cd8e56965dab1c_tn,https://shopee.co.th//เครื่องบดกระเทียมพริกในครัวเรือนไข่ดองข้าววาง-Anren-เขย่าพริกชามเครื่องบดเซรามิกครกกระเทียมสมัยเก่า-i.332172066.9136871777
336,ขวดแก้วใสปิดผนึกในครัวเรือนขวดกิมจิดองขวดเก็บอาหารกิมจิ laba กระเทียมขวดเอนไซม์ไวน์,฿329 - ฿413,general,0.0,no sold,ต่างประเทศ,https://cf.shopee.co.th/file/e063ffa9137fc484b5a89e57420e8e01_tn,https://shopee.co.th//ขวดแก้วใสปิดผนึกในครัวเรือนขวดกิมจิดองขวดเก็บอาหารกิมจิ-laba-กระเทียมขวดเอนไซม์ไวน์-i.132917216.7857491388
337,"Utsuwa หม้อที่ใช้ในครัวเรือน, อาหารหูหนาน, พริก, มะเขือ, ไข่ดอง, ครกหินกระเทียม, ครกกระเทียมโบราณ",฿349 - ฿411,general,0.0,no sold,จังหวัดบุรีรัมย์,https://cf.shopee.co.th/file/b53a6886c504b29c03d5b2622df4575a_tn,https://shopee.co.th//Utsuwa-หม้อที่ใช้ในครัวเรือน-อาหารหูหนาน-พริก-มะเขือ-ไข่ดอง-ครกหินกระเทียม-ครกกระเทียมโบราณ-i.373488556.5884526842
338,ที่เก็บของในครัวขวดแก้วสุญญากาศพร้อมฝาปิดโถเก็บน้ำผึ้งเกรดอาหารขวดเหล้าลาบากระเทียมดองของใช้ในครัวเรือน,฿187 - ฿352,general,0.0,no sold,จังหวัดปทุมธานี,https://cf.shopee.co.th/file/60ec9b0bee5fbdf1aeee9667825d9f27_tn,https://shopee.co.th//ที่เก็บของในครัวขวดแก้วสุญญากาศพร้อมฝาปิดโถเก็บน้ำผึ้งเกรดอาหารขวดเหล้าลาบากระเทียมดองของใช้ในครัวเรือน-i.343381737.5073930271
339,ど☣ขวดแก้วปิดผนึกเกรดอาหารขวดเก็บไวน์ Laba กระเทียมผักดองน้ำผึ้งลูกอมกล่องเก็บมีฝาปิด,฿786 - ฿850,general,0.0,no sold,จังหวัดระยอง,https://cf.shopee.co.th/file/5a9b37cbaf805b39c06ec26ffccb0b3d_tn,https://shopee.co.th//ど☣ขวดแก้วปิดผนึกเกรดอาหารขวดเก็บไวน์-Laba-กระเทียมผักดองน้ำผึ้งลูกอมกล่องเก็บมีฝาปิด-i.325758067.8552836151
340,ชามเขย่าพริกชามไข่ดองมะเขือยาวเซรามิกสับฟ้าร้องทุบกระเทียมและวางข้าว Lei Tea ใช้ในครัวเรือนเครื่องบดสมัยเก่า,฿359 - ฿421,general,0.0,no sold,จังหวัดขอนแก่น,https://cf.shopee.co.th/file/7367a24e082a17341b14a561bdae2e7f_tn,https://shopee.co.th//ชามเขย่าพริกชามไข่ดองมะเขือยาวเซรามิกสับฟ้าร้องทุบกระเทียมและวางข้าว-Lei-Tea-ใช้ในครัวเรือนเครื่องบดสมัยเก่า-i.298179958.7684520052
341,กระเทียมโทนดองสามรส (Pickled Garlic) ตรา WILAIHOUSE,฿150,general,0.0,no sold,จังหวัดเชียงราย,https://cf.shopee.co.th/file/d11b11032eec6a79f3d3c75ebc0f7710_tn,https://shopee.co.th//กระเทียมโทนดองสามรส-(Pickled-Garlic)-ตรา-WILAIHOUSE-i.182544037.7426368438
342,เครื่องบดกระเทียมพริกในครัวเรือนไข่ดองข้าววาง Anren เขย่าพริกชามเครื่องบดเซรามิกครกกระเทียมสมัยเก่า,"฿535 - ฿1,153",general,0.0,no sold,จังหวัดระยอง,https://cf.shopee.co.th/file/1292452188be58dd3a4c2053317f978e_tn,https://shopee.co.th//เครื่องบดกระเทียมพริกในครัวเรือนไข่ดองข้าววาง-Anren-เขย่าพริกชามเครื่องบดเซรามิกครกกระเทียมสมัยเก่า-i.373493371.8736856341
343,"หม้อที่ใช้ในครัวเรือน, อาหารหูหนาน, พริก, มะเขือ, ไข่ดอง, ครกหินกระเทียม, ครกกระเทียม, หม้อบดกระเทียมโบราณ",฿319 - ฿514,general,0.0,no sold,จังหวัดบุรีรัมย์,https://cf.shopee.co.th/file/04406a5e1a6ef3a05f9a1d66d54ea734_tn,https://shopee.co.th//หม้อที่ใช้ในครัวเรือน-อาหารหูหนาน-พริก-มะเขือ-ไข่ดอง-ครกหินกระเทียม-ครกกระเทียม-หม้อบดกระเทียมโบราณ-i.135251305.4184522203
