num,name,price,type,sold,from,img_src,url
5,เนื้อน่องลายเอ็นแก้วอบใบบัว สุกพร้อมอุ่นทานได้เลยครับ กล่องละ 250 กรัม,฿190,ร้านแนะนำ,ขายแล้ว 248 ชิ้น,จังหวัดนนทบุรี,https://cf.shopee.co.th/file/25ae5a8fa3ebb2c2b3c008a72b42595b_tn,https://shopee.co.th//เนื้อน่องลายเอ็นแก้วอบใบบัว-สุกพร้อมอุ่นทานได้เลยครับ-กล่องละ-250-กรัม-i.54887128.4256819916
6,ไก่เงิน ไก่ทอง  ไก่แก้บนไอ้ไข่ ไหว้ไอ้ไข่ บูชาไอ้ไข่,฿19,ร้านแนะนำ,ขายแล้ว 1.2พัน ชิ้น,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/31aa4e8963d25dfcaf26c5df35497fe0_tn,https://shopee.co.th//ไก่เงิน-ไก่ทอง-ไก่แก้บนไอ้ไข่-ไหว้ไอ้ไข่-บูชาไอ้ไข่-i.98257907.4760907249
7,❗กทม.+ปริมณฑลส่งเช้าเย็นถึง❗ไก่กรอบ ไก่ป็อป ซูเปอร์เชฟ SUPER CHEF 1 กก,฿150,ร้านแนะนำ,ขายแล้ว 114 ชิ้น,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/d1616d96ce10de79aa1b31653648fb0a_tn,https://shopee.co.th//❗กทม.-ปริมณฑลส่งเช้าเย็นถึง❗ไก่กรอบ-ไก่ป็อป-ซูเปอร์เชฟ-SUPER-CHEF-1-กก-i.38444368.6529557840
8,ไก่บิ๊กป๊อบ รส Hot & Spicy ขนาด 1 กก. (60-65 ชิ้น),฿150 - ฿165,ร้านแนะนำ,ขายแล้ว 103 ชิ้น,จังหวัดนนทบุรี,https://cf.shopee.co.th/file/3a9df0061a6081edfe1a690a374f2020_tn,https://shopee.co.th//ไก่บิ๊กป๊อบ-รส-Hot-Spicy-ขนาด-1-กก.-(60-65-ชิ้น)-i.35173471.3942966772
9,โรซ่าพร้อมเมนูไก่ผัดกะเพรา ขนาด 85 กรัม,฿29,shopee mall,ขายแล้ว 1.5พัน ชิ้น,จังหวัดสมุทรปราการ,https://cf.shopee.co.th/file/94b27eb59940d4eccbf10b643c6ffb10_tn,https://shopee.co.th//โรซ่าพร้อมเมนูไก่ผัดกะเพรา-ขนาด-85-กรัม-i.68742851.1338249876
10,ไก่ทำจากขนจริง ไก่แก้บน ขนาดเล็ก ไก่ตัวผู้  ไก่ตัวเมีย ไก่มีขน ไก่ชน ไก่ สูง 12 cm,฿89,ร้านแนะนำ,ขายแล้ว 1.3พัน ชิ้น,จังหวัดสงขลา,https://cf.shopee.co.th/file/2cf7d009336eb82500ba28d038461e68_tn,https://shopee.co.th//ไก่ทำจากขนจริง-ไก่แก้บน-ขนาดเล็ก-ไก่ตัวผู้-ไก่ตัวเมีย-ไก่มีขน-ไก่ชน-ไก่-สูง-12-cm-i.263604450.4341190480
11,Tyson ไก่ป๊อปคอร์น รสฮอตแอนด์สไปซี่ Hot&Spicy chicken popcorn 500 g,฿134,shopee mall,ขายแล้ว 561 ชิ้น,จังหวัดสมุทรปราการ,https://cf.shopee.co.th/file/9fa317ae334db2501f1656af1b5ac9bd_tn,https://shopee.co.th//Tyson-ไก่ป๊อปคอร์น-รสฮอตแอนด์สไปซี่-Hot-Spicy-chicken-popcorn-500-g-i.242496057.7633603847
12,โรซ่าพร้อม เอ็กซ์ตร้า เมนูสเต็กไก่น้ำแดง ขนาด 180 กรัม,฿59,shopee mall,ขายแล้ว 2.6พัน ชิ้น,จังหวัดสมุทรปราการ,https://cf.shopee.co.th/file/76492d0bd60ece36a920d6bc61859794_tn,https://shopee.co.th//โรซ่าพร้อม-เอ็กซ์ตร้า-เมนูสเต็กไก่น้ำแดง-ขนาด-180-กรัม-i.68742851.6432060753
13,🔥🔥ไก่แก้บน ไก่เรซิ่น แก้บนไอ้ไข่  มีหลายขนาด ((( ราคา/คู่ ))),฿65 - ฿250,ร้านแนะนำ,ขายแล้ว 666 ชิ้น,จังหวัดพระนครศรีอยุธยา,https://cf.shopee.co.th/file/4f39e4728e4728d2f937a4f5c91319f0_tn,https://shopee.co.th//🔥🔥ไก่แก้บน-ไก่เรซิ่น-แก้บนไอ้ไข่-มีหลายขนาด-(((-ราคา-คู่-)))-i.83973578.5657322095
14,🐔 ไก่ลืมผัว ไกสวรรค์ หอม นุ่ม อร่อย ได้กินคำเดียวลืมผัวที่มีไปเลย by หมูอินเตอร์,฿29 - ฿69,general,ขายแล้ว 24 ชิ้น,จังหวัดลำพูน,https://cf.shopee.co.th/file/5feb14cfb94449183177a730ab80ac1b_tn,https://shopee.co.th//🐔-ไก่ลืมผัว-ไกสวรรค์-หอม-นุ่ม-อร่อย-ได้กินคำเดียวลืมผัวที่มีไปเลย-by-หมูอินเตอร์-i.403466334.9532159668
15,นิวออร์ลีนส์🍗ผงหมักไก่ 4สูตร 🍗นิวออร์ลีนส์ บารบีคิว กระเทียมพริกไทย🍗,฿70 - ฿120,general,ขายแล้ว 543 ชิ้น,จังหวัดปทุมธานี,https://cf.shopee.co.th/file/45ba0b776713db04a29ba73d3c70b6d4_tn,https://shopee.co.th//นิวออร์ลีนส์🍗ผงหมักไก่-4สูตร-🍗นิวออร์ลีนส์-บารบีคิว-กระเทียมพริกไทย🍗-i.37834405.4134595820
16,สุ่มไก่ ถวายไอ้ไข่ งานไม่ไผ่สาร บ้านไอ้ไข่,฿45,ร้านแนะนำ,ขายแล้ว 29 ชิ้น,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/8965a90503334fa5bd06598a4d13167a_tn,https://shopee.co.th//สุ่มไก่-ถวายไอ้ไข่-งานไม่ไผ่สาร-บ้านไอ้ไข่-i.36363593.4072636872
17,รุ่นคล้องถุง🔥🔥ไก่เรซิ่น ไก่แก้บน ไก่ถวายไอ้ไข่ (((ราคาคู่ละ65/120)))  ไซด์เล็ก/ไซด์ใหญ่,฿65 - ฿120,ร้านแนะนำ,ขายแล้ว 255 ชิ้น,จังหวัดพระนครศรีอยุธยา,https://cf.shopee.co.th/file/de869d766b88f0f944fb8c64701d645c_tn,https://shopee.co.th//รุ่นคล้องถุง🔥🔥ไก่เรซิ่น-ไก่แก้บน-ไก่ถวายไอ้ไข่-(((ราคาคู่ละ65-120)))-ไซด์เล็ก-ไซด์ใหญ่-i.83973578.6068732360
18,ไก่แก้บนไก่ทองลงสี ฟรี‼️พร้อมคาถาและธูปขอหวย‼️,฿39,ร้านแนะนำ,ขายแล้ว 1.4พัน ชิ้น,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/be0ec9e58791a31c92a544cf01c9e03e_tn,https://shopee.co.th//ไก่แก้บนไก่ทองลงสี-ฟรี‼️พร้อมคาถาและธูปขอหวย‼️-i.129869547.7245932773
19,ไก่นักเก็ต1kg(เกรดส่งออก)**คุณภาพเยี่ยม**,฿129,general,ขายแล้ว 1.1พัน ชิ้น,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/af5facb6d09e2a6c453870aade35925c_tn,https://shopee.co.th//ไก่นักเก็ต1kg(เกรดส่งออก)**คุณภาพเยี่ยม**-i.78049439.5403724161
20,ไก่ทอดคาราเกะสไตล์ญี่ปุ่นคาร์กิลล์ รสสไปซี่ ขนาด 1 กก. (40-50 ชิ้น),฿130 - ฿145,ร้านแนะนำ,ขายแล้ว 35 ชิ้น,จังหวัดนนทบุรี,https://cf.shopee.co.th/file/99a838f6e50a8a58e80c26d979177933_tn,https://shopee.co.th//ไก่ทอดคาราเกะสไตล์ญี่ปุ่นคาร์กิลล์-รสสไปซี่-ขนาด-1-กก.-(40-50-ชิ้น)-i.35173471.7162371418
21,ไก่ทอด คาราเกะ เกร็ดกร๊อบกรอบ โลละ 109.- ขั้นต่ำ2โล (คละได้ทั้งร้าน),฿109,ร้านแนะนำ,ขายแล้ว 32 ชิ้น,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/653e79124744869e7de200dd76460567_tn,https://shopee.co.th//ไก่ทอด-คาราเกะ-เกร็ดกร๊อบกรอบ-โลละ-109.-ขั้นต่ำ2โล-(คละได้ทั้งร้าน)-i.9407203.8337385387
22,เอ็นข้อไก่ฮาล้าลสดขนาด800กรัมพร้อมส่ง,฿166,general,ขายแล้ว 71 ชิ้น,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/93c714bd6f212e622413b735354474f2_tn,https://shopee.co.th//เอ็นข้อไก่ฮาล้าลสดขนาด800กรัมพร้อมส่ง-i.19571206.7536314319
23,(((ซื้อ1คู่ ฟรี 1คู่)))🔥ไก่แต่งสีเงิน ไก่แต่งสีทอง🔥ไก่แก้บนไอ้ไข่ (((ขายเป็นคู่)))(((คู่ละ55.-))) ของแถมมีจำนวนจำกัด,฿55,ร้านแนะนำ,ขายแล้ว 1.1พัน ชิ้น,จังหวัดพระนครศรีอยุธยา,https://cf.shopee.co.th/file/6e58457362075981514b9dbb23dbb3d4_tn,https://shopee.co.th//(((ซื้อ1คู่-ฟรี-1คู่)))🔥ไก่แต่งสีเงิน-ไก่แต่งสีทอง🔥ไก่แก้บนไอ้ไข่-(((ขายเป็นคู่)))(((คู่ละ55.-)))-ของแถมมีจำนวนจำกัด-i.83973578.7751374779
24,Tyson นักเก็ตไก่ Chicken Nuggets (500 g),฿116,shopee mall,ขายแล้ว 643 ชิ้น,จังหวัดสมุทรปราการ,https://cf.shopee.co.th/file/eeb8b546457681f65db4b9e744fc0cfa_tn,https://shopee.co.th//Tyson-นักเก็ตไก่-Chicken-Nuggets-(500-g)-i.242496057.7533485014
25,💋กทม+ปริมณฑล ส่งเช้าเย็นได้💋 ไก่จ้อ 5 ดาว ไก่จ้อห้าดาว ตรา Five star,฿160,ร้านแนะนำ,ขายแล้ว 210 ชิ้น,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/385cd8d2591f65c9a35df2c8cc3e8276_tn,https://shopee.co.th//💋กทม-ปริมณฑล-ส่งเช้าเย็นได้💋-ไก่จ้อ-5-ดาว-ไก่จ้อห้าดาว-ตรา-Five-star-i.38444368.7929552707
26,ไก่เชียงรอบีอ๊ะห์ ของแท้จากโรงงาน มีฮาลาล ขนาด 500 กรัม,฿95,ร้านแนะนำ,ขายแล้ว 5.1พัน ชิ้น,จังหวัดปทุมธานี,https://cf.shopee.co.th/file/e776cf422a8d185930a66345bcae913b_tn,https://shopee.co.th//ไก่เชียงรอบีอ๊ะห์-ของแท้จากโรงงาน-มีฮาลาล-ขนาด-500-กรัม-i.210609322.4529735628
27,มูลไก่อัดเม็ด100% เกรดAตรากอบัว,฿35 - ฿100,ร้านแนะนำ,ขายแล้ว 122 ชิ้น,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/0672fdf8d9f0d19061d065cb64be440a_tn,https://shopee.co.th//มูลไก่อัดเม็ด100-เกรดAตรากอบัว-i.157220070.3754831511
28,ขาไก่สัมมากรในตำนานหอมอร่อยรสชาติที่คุ้นลิ้นหอมเนย,฿39 - ฿169,general,ขายแล้ว 402 ชิ้น,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/c9461f933aa201ce447ddec4a0f225d3_tn,https://shopee.co.th//ขาไก่สัมมากรในตำนานหอมอร่อยรสชาติที่คุ้นลิ้นหอมเนย-i.8437328.7443145865
29,🔥🔥ไก่เรซิ่น ไก่แก้บน ไก่ถวายไอ้ไข่ (((ราคาคู่ละ65/120)))  ไซด์เล็ก/ไซด์ใหญ่ พิเศษสีใหม่ ไซด์เล็ก11ซม.,฿65 - ฿120,ร้านแนะนำ,ขายแล้ว 316 ชิ้น,จังหวัดพระนครศรีอยุธยา,https://cf.shopee.co.th/file/c8b6a2e7de9f4b9bfaec7c37f7b4a7fb_tn,https://shopee.co.th//🔥🔥ไก่เรซิ่น-ไก่แก้บน-ไก่ถวายไอ้ไข่-(((ราคาคู่ละ65-120)))-ไซด์เล็ก-ไซด์ใหญ่-พิเศษสีใหม่-ไซด์เล็ก11ซม.-i.83973578.4451492394
30,ไก่เชียงอนามัยพรีเมี่ยมเกรดA ตราฟาร์มสุข ขนาด 500 กรัม,฿130,ร้านแนะนำ,ขายแล้ว 49 ชิ้น,จังหวัดนนทบุรี,https://cf.shopee.co.th/file/73e36f683a7d0290a1fd4ffd3660c739_tn,https://shopee.co.th//ไก่เชียงอนามัยพรีเมี่ยมเกรดA-ตราฟาร์มสุข-ขนาด-500-กรัม-i.35173471.6130557135
31,ไก่เด้งนมสดปิ้งจ้าาาา😋🍗🍗😋อร่อยมากๆแค่ฉีกซองเวฟก็พร้อมเสริฟความอร่อยง่ายๆในแบบคีโต,฿99,ร้านแนะนำ,ขายแล้ว 24 ชิ้น,จังหวัดบุรีรัมย์,https://cf.shopee.co.th/file/78730804dd69c653c8aebf4882477330_tn,https://shopee.co.th//ไก่เด้งนมสดปิ้งจ้าาาา😋🍗🍗😋อร่อยมากๆแค่ฉีกซองเวฟก็พร้อมเสริฟความอร่อยง่ายๆในแบบคีโต-i.261204974.9335704357
32,"Surapon Foods - Tendo ไก่ทาเระซูเกะ(Tarezuke Chicken) แพ็คใหญ่ 1,000 กรัม/แพ็ค",฿179,shopee mall,ขายแล้ว 30 ชิ้น,จังหวัดสมุทรปราการ,https://cf.shopee.co.th/file/0771c0b68b7a78be7f0e6a3f359e5315_tn,https://shopee.co.th//Surapon-Foods-Tendo-ไก่ทาเระซูเกะ(Tarezuke-Chicken)-แพ็คใหญ่-1-000-กรัม-แพ็ค-i.85246884.6651745743
33,"สะโพกไก่ทอด (Fried Chicken Thigh) รสชาติออริจินัล/สไปซี่ 1,000กรัม/ถุง",฿130,general,ขายแล้ว 30 ชิ้น,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/74d55feaae09b940b8d7c4e05931b720_tn,https://shopee.co.th//สะโพกไก่ทอด-(Fried-Chicken-Thigh)-รสชาติออริจินัล-สไปซี่-1-000กรัม-ถุง-i.353827617.9514593211
34,จ้อปู จ้อไก่ ข้อกุ้ง  สะอาด สด ใหม่ ถูกหลักอนามัย 500กรัม,฿49,ร้านแนะนำ,ขายแล้ว 54 ชิ้น,จังหวัดพระนครศรีอยุธยา,https://cf.shopee.co.th/file/09dccde168afaec835e4828f01c0c92a_tn,https://shopee.co.th//จ้อปู-จ้อไก่-ข้อกุ้ง-สะอาด-สด-ใหม่-ถูกหลักอนามัย-500กรัม-i.212204732.9313670292
35,มูลไก่อัดเม็ดอย่างดี,฿16,ร้านแนะนำ,ขายแล้ว 281 ชิ้น,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/757ee0647b9e29e14d38fafe46a08929_tn,https://shopee.co.th//มูลไก่อัดเม็ดอย่างดี-i.88950597.2949129745
36,ไก่คาราเกะ สไตล์ญี่ปุ่นเนื้อฉ่ำ แพคละ 1 กิโล!! (30+ชิ้น),฿119,general,ขายแล้ว 20 ชิ้น,จังหวัดปทุมธานี,https://cf.shopee.co.th/file/3b9b683155a5fc3ea66c1fcf796e60da_tn,https://shopee.co.th//ไก่คาราเกะ-สไตล์ญี่ปุ่นเนื้อฉ่ำ-แพคละ-1-กิโล!!-(30-ชิ้น)-i.376140428.7485044239
37,Tyson ไก่ป๊อปคอร์น Breaded Chicken Popcorn 500 g,฿126,shopee mall,ขายแล้ว 120 ชิ้น,จังหวัดสมุทรปราการ,https://cf.shopee.co.th/file/aeb9b301bca42a5ff9775b37b61f6de1_tn,https://shopee.co.th//Tyson-ไก่ป๊อปคอร์น-Breaded-Chicken-Popcorn-500-g-i.242496057.6633486954
38,หอมเจียว สูตรไก่ทอดหาดใหญ่ หอม กรอบ อร่อย ใส่ไก่ทอด หมูทอด ก๋วยจั๊บ ขนาด 80 กรัม,฿18,ร้านแนะนำ,ขายแล้ว 645 ชิ้น,จังหวัดกาฬสินธุ์,https://cf.shopee.co.th/file/db7938aebb17f3ce486da028c2210fcf_tn,https://shopee.co.th//หอมเจียว-สูตรไก่ทอดหาดใหญ่-หอม-กรอบ-อร่อย-ใส่ไก่ทอด-หมูทอด-ก๋วยจั๊บ-ขนาด-80-กรัม-i.40909909.9904870548
39,มินิไก่ป๊อบสไปซี่ / มินิไก่ป๊อบดั้งเดิม แพค 1 กก. (125-130 ชิ้น),฿140 - ฿155,ร้านแนะนำ,ขายแล้ว 206 ชิ้น,จังหวัดนนทบุรี,https://cf.shopee.co.th/file/de078a4dd2e8673af8a9447b47b4c5bc_tn,https://shopee.co.th//มินิไก่ป๊อบสไปซี่-มินิไก่ป๊อบดั้งเดิม-แพค-1-กก.-(125-130-ชิ้น)-i.35173471.4642302638
40,ไก่เชียงรอบีอะห์ ครึ่งกิโล 500กรัม ฮาลาลสดใหม่จากโรงงาน,฿94,general,ขายแล้ว 23 ชิ้น,จังหวัดพระนครศรีอยุธยา,https://cf.shopee.co.th/file/cbbbe2b0a600dc84a7bea215f4d518c9_tn,https://shopee.co.th//ไก่เชียงรอบีอะห์-ครึ่งกิโล-500กรัม-ฮาลาลสดใหม่จากโรงงาน-i.146012398.6286815926
41,ไก่คาราเกะ1kg**คุณภาพเยี่ยม**,฿129,general,ขายแล้ว 723 ชิ้น,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/6e6ba0c9700d08b06bd43c4dee6a0834_tn,https://shopee.co.th//ไก่คาราเกะ1kg**คุณภาพเยี่ยม**-i.78049439.6503665389
42,ไก่ รูปปั้นไก่ ไก่แก้บน แบบสวย,฿80 - ฿220,ร้านแนะนำ,ขายแล้ว 1.5พัน ชิ้น,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/843fa6f03776ba5d96e0e6f5d2e53962_tn,https://shopee.co.th//ไก่-รูปปั้นไก่-ไก่แก้บน-แบบสวย-i.60437825.1306136564
43,ปีกไก่บน รสบาร์บีคิว ตราซันแวลเล่ย์ ขนาด 1000 กรัม,฿150 - ฿190,general,ขายแล้ว 25 ชิ้น,จังหวัดนครราชสีมา,https://cf.shopee.co.th/file/b4704b8b40c88c3f16d5b6b2479997e7_tn,https://shopee.co.th//ปีกไก่บน-รสบาร์บีคิว-ตราซันแวลเล่ย์-ขนาด-1000-กรัม-i.55593340.4244201032
44,Torez โทเรส เกี๊ยวทอดกรอบ รสน้ำจิ้มไก่/รสดั้งเดิม 40g  3ห่อ/6ห่อ/10แถม2 ขนม เกี๊ยวทอด ทอดกรอบ อบกรอบ ขายดีที่สุด HALAL,฿60 - ฿200,ร้านแนะนำ,ขายแล้ว 316 ชิ้น,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/4e0a9f7174b2758de0932ed0d2cf10d8_tn,https://shopee.co.th//Torez-โทเรส-เกี๊ยวทอดกรอบ-รสน้ำจิ้มไก่-รสดั้งเดิม-40g-3ห่อ-6ห่อ-10แถม2-ขนม-เกี๊ยวทอด-ทอดกรอบ-อบกรอบ-ขายดีที่สุด-HALAL-i.58305255.4576656137
45,"ไก่ทอดคาราเกะ (Japanese Fried Chicken Karaage) 2,000กรัม/ถุง",฿180,general,ขายแล้ว 15 ชิ้น,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/a04ef71f25de5bfaa5c0d443781fab7c_tn,https://shopee.co.th//ไก่ทอดคาราเกะ-(Japanese-Fried-Chicken-Karaage)-2-000กรัม-ถุง-i.353827617.5976821380
46,แซ่บเกินใคร ‘เอ็นข้อไก่’ ต้มน้ำปลาบรรจุสูญญากาศ (200 กรัม),฿120,general,ขายแล้ว 71 ชิ้น,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/c058b5efb982b83b37ae7eb3d573eb5e_tn,https://shopee.co.th//แซ่บเกินใคร-‘เอ็นข้อไก่’-ต้มน้ำปลาบรรจุสูญญากาศ-(200-กรัม)-i.324740199.3758466287
47,ซี่โครงเนื้อเสือร้องไห้ สุกพร้อมอุ่นทานได้เลยครับ,฿190,ร้านแนะนำ,ขายแล้ว 82 ชิ้น,จังหวัดนนทบุรี,https://cf.shopee.co.th/file/d0d298cf9a6b16eca6025b0fe869e2d2_tn,https://shopee.co.th//ซี่โครงเนื้อเสือร้องไห้-สุกพร้อมอุ่นทานได้เลยครับ-i.54887128.3356909704
48,ไก่ ไอ้ไข่ ไก่แก้บน แก้วสีลูกแก้วน้ำนม ขนาด 6-7cm. *ราคาต่อตัว* ของแท้  ไก่ไอ้ไข่ ของไหว้ไอ้ไข่ ราคาส่งโรงงาน,฿80,ร้านแนะนำ,ขายแล้ว 347 ชิ้น,จังหวัดพังงา,https://cf.shopee.co.th/file/14a0c1d7654d8aa69787255d77913994_tn,https://shopee.co.th//ไก่-ไอ้ไข่-ไก่แก้บน-แก้วสีลูกแก้วน้ำนม-ขนาด-6-7cm.-*ราคาต่อตัว*-ของแท้-ไก่ไอ้ไข่-ของไหว้ไอ้ไข่-ราคาส่งโรงงาน-i.110450883.6951509757
49,ชุด​ไหว้​ถวาย​ขอพร​แก้บน​ตา​ไข่​ชุดทหารเด็ก​+หนังสติ๊ก​คละ​สี​+ลูกแก้ว​9​ลูก​+ธูป​หวย​​5แท่ง​สินค้า​ส่งด่วน​ทุกวัน​,฿99,general,ขายแล้ว 10 ชิ้น,จังหวัดนครศรีธรรมราช,https://cf.shopee.co.th/file/068707bb2788a938b4ebb9fab8ecb634_tn,https://shopee.co.th//ชุด​ไหว้​ถวาย​ขอพร​แก้บน​ตา​ไข่​ชุดทหารเด็ก​-หนังสติ๊ก​คละ​สี​-ลูกแก้ว​9​ลูก​-ธูป​หวย​​5แท่ง​สินค้า​ส่งด่วน​ทุกวัน​-i.373243730.9718036290
50,"ขาบาตร ขาบาตรไม้ประดู่ 240ริ้ว /ไม้ไผ่สีสุก8"" 190ริ้ว งานปราณีต กว้าง 9"" สูง 5.5"" ใส่กับบาตร8นิ้ว 9นิ้วได้ค่ะ","฿1,290",ร้านแนะนำ,ขายแล้ว 36 ชิ้น,จังหวัดสกลนคร,https://cf.shopee.co.th/file/a53ed3d79f152e42f8f02fa2e02d7c55_tn,https://shopee.co.th//ขาบาตร-ขาบาตรไม้ประดู่-240ริ้ว-ไม้ไผ่สีสุก8-190ริ้ว-งานปราณีต-กว้าง-9-สูง-5.5-ใส่กับบาตร8นิ้ว-9นิ้วได้ค่ะ-i.8155194.6933815459
num,name,price,type,sold,from,img_src,url
1,ไก่ ไก่แก้บน งานดินญี่ปุ่น,฿56 - ฿96,ร้านแนะนำ,ขายแล้ว 140 ชิ้น,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/d65cebd4887e2d716dd269763e420fff_tn,https://shopee.co.th//ไก่-ไก่แก้บน-งานดินญี่ปุ่น-i.60437825.3450339054
2,พ๊าส-215 รักษาโรคหวัดไก่ ไก่ชน ยกกล่อง50ซอง,"฿1,150",general,ขายแล้ว 2 ชิ้น,จังหวัดกำแพงเพชร,https://cf.shopee.co.th/file/8166bc93e369f8e5f91b33d2521bc905_tn,https://shopee.co.th//พ๊าส-215-รักษาโรคหวัดไก่-ไก่ชน-ยกกล่อง50ซอง-i.39815374.8549782005
3,ไก่ รูปปั้นไก่ ไก่แก้บน แบบสวย,฿80 - ฿220,ร้านแนะนำ,ขายแล้ว 1.5พัน ชิ้น,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/843fa6f03776ba5d96e0e6f5d2e53962_tn,https://shopee.co.th//ไก่-รูปปั้นไก่-ไก่แก้บน-แบบสวย-i.60437825.1306136564
4,น้ำแกงไตปลา สำเร็จรูป ซอสแกงไตปลาเข้มข้น แกงได้เลย ไม่ต้องปรุง ตราเอกอร่อย สินค้าขายดีอันดับ1,฿119,general,ขายแล้ว 91 ชิ้น,จังหวัดปทุมธานี,https://cf.shopee.co.th/file/42d2e33344a4909537b288ce57471dab_tn,https://shopee.co.th//น้ำแกงไตปลา-สำเร็จรูป-ซอสแกงไตปลาเข้มข้น-แกงได้เลย-ไม่ต้องปรุง-ตราเอกอร่อย-สินค้าขายดีอันดับ1-i.373548218.7076584956
5,ขันโตกปิดทองลายบัว 10 นิ้ว ขันโตกไม้ปิดทอง ขันโตกบ้านถวาย ขันโตกเชียงใหม่ ขันโตกล้านนา พานโตก พานใส่ของไหว้ พานไหว้พระ ข,฿685,general,ขายแล้ว 2 ชิ้น,จังหวัดเชียงใหม่,https://cf.shopee.co.th/file/ecc3bbfdc3bcd682148c084c36e58ff9_tn,https://shopee.co.th//ขันโตกปิดทองลายบัว-10-นิ้ว-ขันโตกไม้ปิดทอง-ขันโตกบ้านถวาย-ขันโตกเชียงใหม่-ขันโตกล้านนา-พานโตก-พานใส่ของไหว้-พานไหว้พระ-ข-i.236640805.4380740679
6,สุมไก่ไอ้ไข่มีไก่ในกง2ตัว,฿49,general,ขายแล้ว 103 ชิ้น,จังหวัดพิษณุโลก,https://cf.shopee.co.th/file/5ffa62272247c2bff26aed90c13ad942_tn,https://shopee.co.th//สุมไก่ไอ้ไข่มีไก่ในกง2ตัว-i.95623696.3364848491
7,นักเก็ตไก่ เกรด A ดั้งเดิม 1 กิโล ❗กรุณาอ่านก่อนสั่งค่ะ❗,฿130,ร้านแนะนำ,ขายแล้ว 32 ชิ้น,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/cb38a58a031e991bac988ab7c939ab25_tn,https://shopee.co.th//นักเก็ตไก่-เกรด-A-ดั้งเดิม-1-กิโล-❗กรุณาอ่านก่อนสั่งค่ะ❗-i.28348277.4438475546
8,มาใหม่ !! ไก่แก้บน สูง 9 ซม. สีไก่ชน รูปปั้นไก่ ไก่ชน จำหน่ายราคาถูก ส่งด่วน 1-2 วัน เก็บเงินปลายทางได้ (COD),฿25 - ฿49,general,ขายแล้ว 104 ชิ้น,จังหวัดสุราษฎร์ธานี,https://cf.shopee.co.th/file/b3b173b2986872e935cb309ba419bde5_tn,https://shopee.co.th//มาใหม่-!!-ไก่แก้บน-สูง-9-ซม.-สีไก่ชน-รูปปั้นไก่-ไก่ชน-จำหน่ายราคาถูก-ส่งด่วน-1-2-วัน-เก็บเงินปลายทางได้-(COD)-i.27184438.4763958169
9,ไก่เรซิ่นเงินทองถวายไอ้ไข่ แถมธูปไอ้ไข่ เก็บเงินปลายทาง,฿69,ร้านแนะนำ,ขายแล้ว 15 ชิ้น,จังหวัดนครศรีธรรมราช,https://cf.shopee.co.th/file/d2a52fc92f0a4e65c2876905e14e570a_tn,https://shopee.co.th//ไก่เรซิ่นเงินทองถวายไอ้ไข่-แถมธูปไอ้ไข่-เก็บเงินปลายทาง-i.155954119.4776986126
10,ส่งฟรีไม่ใช้โค้ด 📌 [155 กรัม] อกไก่ ไก่ฝอย ไก่หยอง อบกรอบไม่มีน้ำมันค่ะ หมูฝอย ตรา ครัวเจ๋ง 📺ชาร์ค แทงค์ ไทยแลนด์,฿99,general,ขายแล้ว 1.3พัน ชิ้น,จังหวัดลำปาง,https://cf.shopee.co.th/file/a2fcefc931d2a7884e431866538b0988_tn,https://shopee.co.th//ส่งฟรีไม่ใช้โค้ด-📌-155-กรัม-อกไก่-ไก่ฝอย-ไก่หยอง-อบกรอบไม่มีน้ำมันค่ะ-หมูฝอย-ตรา-ครัวเจ๋ง-📺ชาร์ค-แทงค์-ไทยแลนด์-i.31988755.2378007003
